Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,3666.679932,4060.77002,3666.679932,4043.629883,4043.629883,313995.0
2000-01-05,3512.47998,4103.600098,3512.47998,3889.429932,3889.429932,246877.0
2000-01-06,4009.370117,4009.370117,3692.389893,3718.090088,3718.090088,249795.0
2000-01-07,3855.159912,4197.839844,3718.090088,4077.899902,4077.899902,435974.0
2000-01-10,4112.169922,4146.439941,3820.889893,3820.889893,3820.889893,280728.0
2000-01-11,3769.48999,3906.560059,3735.219971,3769.48999,3769.48999,267304.0
2000-01-12,3769.48999,3940.830078,3752.350098,3786.620117,3786.620117,225283.0
2000-01-13,3803.76001,3855.159912,3683.820068,3812.320068,3812.320068,183261.0
2000-01-14,3778.060059,3838.030029,3683.820068,3735.219971,3735.219971,186763.0
2000-01-17,3769.48999,3820.889893,3666.679932,3700.949951,3700.949951,306991.0
2000-01-18,3735.219971,3769.48999,3546.75,3649.550049,3649.550049,198435.0
2000-01-19,3649.550049,3649.550049,3341.139893,3366.840088,3366.840088,374693.0
2000-01-20,3341.139893,3426.810059,3007.02002,3186.929932,3186.929932,390451.0
2000-01-21,3238.330078,3366.840088,3066.98999,3135.530029,3135.530029,273140.0
2000-01-24,3118.399902,3255.469971,3101.26001,3135.530029,3135.530029,172756.0
2000-01-25,3152.659912,3152.659912,2998.459961,2998.459961,2998.459961,197268.0
2000-01-26,2912.790039,3058.429932,2887.090088,2929.919922,2929.919922,201354.0
2000-01-27,2964.189941,3332.570068,2964.189941,3169.800049,3169.800049,402123.0
2000-01-28,3169.800049,3186.929932,3092.689941,3152.659912,3152.659912,219446.0
2000-01-31,3084.129883,3195.5,3032.72998,3118.399902,3118.399902,208941.0
2000-02-01,3169.800049,3306.870117,3135.530029,3169.800049,3169.800049,312244.0
2000-02-02,3212.629883,3306.870117,3144.100098,3229.77002,3229.77002,241624.0
2000-02-03,3324.0,3341.139893,3229.77002,3298.300049,3298.300049,256799.0
2000-02-04,3298.300049,3298.300049,3298.300049,3298.300049,3298.300049,0.0
2000-02-07,3255.469971,3289.73999,3178.360107,3204.070068,3204.070068,256215.0
2000-02-08,3204.070068,3495.340088,3169.800049,3332.570068,3332.570068,449398.0
2000-02-09,3332.570068,3366.840088,3118.399902,3186.929932,3186.929932,241624.0
2000-02-10,3169.800049,3169.800049,3032.72998,3049.860107,3049.860107,211275.0
2000-02-11,2972.76001,3084.129883,2929.919922,2998.459961,2998.459961,217112.0
2000-02-14,2998.459961,2998.459961,2741.449951,2741.449951,2741.449951,309909.0
2000-02-15,2647.209961,2741.449951,2535.840088,2570.110107,2570.110107,211275.0
2000-02-16,2587.23999,2741.449951,2535.840088,2570.110107,2570.110107,231119.0
2000-02-17,2570.110107,2690.040039,2570.110107,2672.909912,2672.909912,194934.0
2000-02-18,2707.179932,3066.98999,2672.909912,2989.889893,2989.889893,820589.0
2000-02-21,2938.48999,2981.320068,2741.449951,2912.790039,2912.790039,368856.0
2000-02-22,2912.790039,3204.070068,2827.120117,2998.459961,2998.459961,493170.0
2000-02-23,3118.399902,3383.969971,3118.399902,3255.469971,3255.469971,1024277.0
2000-02-24,3221.199951,3221.199951,3032.72998,3221.199951,3221.199951,389284.0
2000-02-25,3255.469971,3392.540039,3101.26001,3101.26001,3101.26001,529939.0
2000-02-28,3135.530029,3478.209961,3135.530029,3298.300049,3298.300049,875450.0
2000-02-29,3341.139893,3563.879883,3066.98999,3118.399902,3118.399902,535776.0
2000-03-01,3118.399902,3118.399902,3118.399902,3118.399902,3118.399902,0.0
2000-03-02,3306.870117,3306.870117,3084.129883,3126.959961,3126.959961,423134.0
2000-03-03,3169.800049,3383.969971,3084.129883,3186.929932,3186.929932,594723.0
2000-03-06,3306.870117,3658.120117,3221.199951,3658.120117,3658.120117,1180107.0
2000-03-07,3778.060059,4103.600098,3529.610107,3606.719971,3606.719971,2101081.0
2000-03-08,3709.52002,4146.439941,3649.550049,4120.740234,4120.740234,2561567.0
2000-03-09,4095.040039,4257.810059,3906.560059,4112.169922,4112.169922,1278741.0
2000-03-10,4197.839844,4214.970215,3855.159912,3957.959961,3957.959961,804831.0
2000-03-13,4026.5,4446.279785,3769.48999,4112.169922,4112.169922,1808680.0
2000-03-14,4026.5,4540.52002,3855.159912,4026.5,4026.5,2325779.0
2000-03-15,3889.429932,4026.5,3512.47998,3683.820068,3683.820068,893543.0
