Date,Open,High,Low,Close,Adj Close,Volume
2001-02-05,1445.0,1495.0,1445.0,1445.0,1389.609009,2044900.0
2001-02-06,1390.0,1545.0,1360.0,1390.0,1336.717285,6963000.0
2001-02-07,1425.0,1430.0,1260.0,1310.0,1259.783936,4419000.0
2001-02-08,1310.0,1355.0,1255.0,1295.0,1245.359009,4472100.0
2001-02-09,1275.0,1320.0,1250.0,1250.0,1202.083984,2723400.0
2001-02-12,1250.0,1285.0,1210.0,1215.0,1168.425537,3804100.0
2001-02-13,1215.0,1230.0,1120.0,1135.0,1091.49231,4745000.0
2001-02-14,1140.0,1270.0,1110.0,1185.0,1139.575562,5616400.0
2001-02-15,1245.0,1250.0,1130.0,1130.0,1086.683838,2504300.0
2001-02-16,1150.0,1170.0,1115.0,1135.0,1091.49231,3422900.0
2001-02-19,1120.0,1170.0,1120.0,1140.0,1096.300537,2149300.0
2001-02-20,1180.0,1310.0,1165.0,1310.0,1259.783936,5913500.0
2001-02-21,1300.0,1410.0,1250.0,1270.0,1221.317261,4292300.0
2001-02-22,1255.0,1270.0,1185.0,1225.0,1178.042358,2436600.0
2001-02-23,1225.0,1250.0,1215.0,1225.0,1178.042358,1002200.0
2001-02-26,1210.0,1245.0,1190.0,1190.0,1144.383789,1396200.0
2001-02-27,1195.0,1215.0,1155.0,1155.0,1110.725464,1363500.0
2001-02-28,1140.0,1155.0,1135.0,1150.0,1105.917236,776300.0
2001-03-01,,,,,,
2001-03-02,1140.0,1155.0,1115.0,1120.0,1077.067139,940700.0
2001-03-05,1090.0,1110.0,1050.0,1095.0,1053.025513,1063700.0
2001-03-06,1120.0,1220.0,1110.0,1150.0,1105.917236,3624900.0
2001-03-07,1140.0,1170.0,1110.0,1110.0,1067.450439,1227600.0
2001-03-08,1135.0,1175.0,1115.0,1140.0,1096.300537,1882200.0
2001-03-09,1130.0,1155.0,1115.0,1125.0,1081.875488,880000.0
2001-03-12,1110.0,1120.0,1080.0,1080.0,1038.600464,943100.0
2001-03-13,1030.0,1050.0,1010.0,1020.0,980.900452,846000.0
2001-03-14,,,,,,
2001-03-15,980.0,1050.0,980.0,1020.0,980.900452,2256600.0
2001-03-16,1020.0,1030.0,1005.0,1010.0,971.283813,1149600.0
2001-03-19,990.0,1085.0,990.0,1060.0,1019.367188,3062900.0
2001-03-20,1090.0,1115.0,1065.0,1080.0,1038.600464,1633600.0
2001-03-21,1070.0,1115.0,1050.0,1090.0,1048.217285,1120900.0
2001-03-22,1080.0,1250.0,1080.0,1235.0,1187.658813,6455800.0
2001-03-23,1180.0,1275.0,1100.0,1110.0,1067.450439,6297300.0
2001-03-26,1120.0,1205.0,1100.0,1135.0,1091.49231,3617000.0
2001-03-27,1135.0,1215.0,1115.0,1130.0,1086.683838,4343000.0
2001-03-28,1155.0,1160.0,1100.0,1110.0,1067.450439,1212600.0
2001-03-29,1115.0,1135.0,1090.0,1110.0,1067.450439,768300.0
2001-03-30,1100.0,1125.0,1065.0,1085.0,1043.408813,1013900.0
2001-04-02,1090.0,1095.0,1060.0,1080.0,1038.600464,579500.0
2001-04-03,1090.0,1135.0,1070.0,1135.0,1091.49231,1542600.0
2001-04-04,1135.0,1150.0,1110.0,1130.0,1086.683838,697700.0
2001-04-05,,,,,,
2001-04-06,1160.0,1280.0,1150.0,1235.0,1187.658813,4110200.0
2001-04-09,1265.0,1420.0,1265.0,1420.0,1365.567383,5277600.0
2001-04-10,1500.0,1580.0,1405.0,1580.0,1519.434082,10786900.0
2001-04-11,1580.0,1690.0,1530.0,1530.0,1471.350708,9349000.0
2001-04-12,1530.0,1750.0,1505.0,1690.0,1625.217407,11159300.0
2001-04-13,1740.0,1870.0,1605.0,1660.0,1596.367432,18638300.0
2001-04-16,1680.0,1755.0,1670.0,1715.0,1649.259277,6526600.0
2001-04-17,1730.0,1835.0,1730.0,1790.0,1721.384155,5631400.0
2001-04-18,1810.0,1840.0,1755.0,1785.0,1716.575806,4907500.0
2001-04-19,1800.0,1930.0,1790.0,1890.0,1817.550903,10212300.0
2001-04-20,1920.0,1930.0,1830.0,1855.0,1783.892456,2578700.0
2001-04-23,1830.0,1860.0,1720.0,1740.0,1673.300781,4322400.0
2001-04-24,1710.0,1775.0,1655.0,1720.0,1654.067383,2472000.0
2001-04-25,1720.0,1830.0,1700.0,1725.0,1658.875732,5338500.0
2001-04-26,1720.0,1830.0,1700.0,1725.0,1658.875732,5338500.0
2001-04-27,1660.0,1680.0,1580.0,1630.0,1567.517334,2214400.0
